facility_id;district_id;facility_name;province_id;dhis_code;longitude;latitude
ZW000A01;ZW000A;Avondale Clinic;ZW00;LixFsP9YMT9;31.0291;-17.7883
ZW000A02;ZW000A;Arcadia Primary Care Clinic;ZW00;OBXlKhRkRIb;31.0546;-17.8468
ZW000A05;ZW000A;Belvedere FHS;ZW00;UiPBTlrwap5;31.0243;-17.82
ZW000A07;ZW000A;Borrowdale Primary Care Clinic;ZW00;WaYcDd2d9pk;0;0
ZW000A08;ZW000A;Braeside FHS;ZW00;t0hAcwHFHPq;31.0657;-17.8399
ZW000A09;ZW000A;Budiriro Polyclinic;ZW00;GdL5a5OSZ15;30.9354;-17.8912
ZW000A0C;ZW000A;Beatrice Road Infectious Diseases Hospital;ZW00;MjDD6XQksTN;31.0282;-17.8601
ZW000A0D;ZW000A;Wilkins Infectious Diseases Hospital;ZW00;;0;0
ZW000A0E;ZW000A;St Annes Hospital;ZW00;;0;0
ZW000A0F;ZW000A;Avenues Clinic;ZW00;;0;0
ZW000A0G;ZW000A;Mbuya Dorcas Hospital;ZW00;;0;0
ZW000A0H;ZW000A;West End  Hospital;ZW00;;0;0
ZW000A0J;ZW000A;Metropolitan ;ZW00;;0;0
ZW000A0K;ZW000A;Belvedere Matenity Hospital;ZW00;;0;0
ZW000A0L;ZW000A;Suburban Hospital;ZW00;;0;0
ZW000A0M;ZW000A;BS Leon Hospital;ZW00;;0;0
ZW000A0N;ZW000A;Rock Foundation ;ZW00;;0;0
ZW000A0P;ZW000A;Queen of Peace;ZW00;;0;0
ZW000A0Q;ZW000A;Arcadia Medical Centre;ZW00;;0;0
ZW000A0R;ZW000A;Glen Norah Medical Centre;ZW00;;0;0
ZW000A0S;ZW000A;Willowvale Medical Centre;ZW00;;0;0
ZW000A0T;ZW000A;Mabelreign Medical Centre;ZW00;;0;0
ZW000A0V;ZW000A;Baines Avenues Hosp;ZW00;;0;0
ZW000A10;ZW000A;Eastlea FHS;ZW00;ZRcIuk4ds0W;31.0861;-17.8256
ZW000A11;ZW000A;Glen Norah Satellite;ZW00;R9siosZGUNf;30.969;-17.9058
ZW000A13;ZW000A;Glen View Polyclinic;ZW00;mUxVNM06Sk3;30.9508;-17.908
ZW000A14;ZW000A;Glen View Satellite;ZW00;;0;0
ZW000A15;ZW000A;Greendale FHS;ZW00;FU8Z93y9IuS;31.1291;-17.8105
ZW000A17;ZW000A;Hatcliffe Polyclinic;ZW00;F4AJYW3LDd7;31.1075;-17.6974
ZW000A18;ZW000A;Highfield Polyclinic;ZW00;PLxOtSolhG5;30.9945;-17.8846
ZW000A19;ZW000A;Kambuzuma Polyclinic;ZW00;AYEjUHiuvp5;30.9683;-17.8581
ZW000A20;ZW000A;Kuwadzana Polyclinic;ZW00;mee4OawYuZj;30.9285;-17.8323
ZW000A21;ZW000A;Mabelreign Satellite;ZW00;KDRm4HCFdj9;30.9987;-17.7914
ZW000A23;ZW000A;Mabvuku Polyclinic;ZW00;kN7DcESNWZp;31.1971;-17.8357
ZW000A25;ZW000A;Matapi Clinic;ZW00;E7AXNPjenwo;31.0427;-17.8589
ZW000A26;ZW000A;Mbare Hostels Clinic;ZW00;s1BtvNQ1vRc;31.0393;-17.8666
ZW000A27;ZW000A;Mbare Polyclinic;ZW00;G6bGAnRpVN3;31.0355;-17.8597
ZW000A28;ZW000A;Mt Pleasant Primary Care Clinic;ZW00;EWMnY0PYBjL;31.0458;-17.7691
ZW000A29;ZW000A;Mufakose Polyclinic;ZW00;MNpfnKkWMnl;30.9297;-17.8669
ZW000A30;ZW000A;Parirenyatwa Primary Care Clinic;ZW00;hfkMdRTZsja;0;0
ZW000A32;ZW000A;Rugare Clinic;ZW00;;0;0
ZW000A33;ZW000A;Rujeko Polyclinic;ZW00;mOG4It93hxE;0;0
ZW000A34;ZW000A;Rutsanana PolyClinic;ZW00;GLqagpqiJ55;30.9861;-17.9065
ZW000A35;ZW000A;Southerton Primary Care Clinic;ZW00;fbumlk4A6cT;31.0089;-17.8663
ZW000A37;ZW000A;Sunningdale Satellite;ZW00;UQfTSqwDWuU;31.0543;-17.8684
ZW000A38;ZW000A;Tafara FHS;ZW00;UM3CeWRmpig;31.2135;-17.8316
ZW000A39;ZW000A;Warren Park Polyclinic;ZW00;RG4VU0RvA6Q;30.9782;-17.8338
ZW000A41;ZW000A;Waterfalls Primary Care Clinic;ZW00;mwJTr9zLk7k;31.0308;-17.8903
ZW000A42;ZW000A;Western Triangle Primary Care Clinic;ZW00;mSu42uQEjOs;30.9804;-17.8949
ZW000A43;ZW000A;KG Six;ZW00;;0;0
ZW000A44;ZW000A;Hatfield Primary Care Clinic;ZW00;uToHmSh0xud;31.0864;-17.8787
ZW000A45;ZW000A;Malborough Satellite Clinic;ZW00;dhH6KRKUf1c;30.9981;-17.7568
ZW000A46;ZW000A;Highlands Primary Care Clinic;ZW00;VyjlnYDk0Qv;31.0856;-17.8187
ZW000A47;ZW000A;Mabvuku Satelite Clinic;ZW00;ubKnqpQFMbU;0;0
ZW000A48;ZW000A;ZPS Harare Central Hosp;ZW00;;0;0
ZW000A49;ZW000A;Rowland Square Clinic;ZW00;;0;0
ZW000A50;ZW000A;CIMAS Chinhoyi Street;ZW00;;0;0
ZW000A51;ZW000A;Spilhaus - Freshplan;ZW00;;0;0
ZW000A52;ZW000A;Highlands FHS;ZW00;EvB19FciC9r;31.0891;-17.7997
ZW000A53;ZW000A;Hopley Clinic;ZW00;yuE9DIrPeww;30.99;-17.9249
ZW000A54;ZW000A;ZRP Harare Central ;ZW00;;0;0
ZW000A55;ZW000A;ZRP Morris Depot;ZW00;;0;0
ZW000A56;ZW000A;ZRP Chikurubi;ZW00;;0;0
ZW000A57;ZW000A;Caledonia Clinic;ZW00;ONmg4djzSUr;0;0
ZW000A58;ZW000A;ZPS Chikurubi Staff;ZW00;;0;0
ZW000A59;ZW000A;ZPS Chikurubi Maximum;ZW00;;0;0
ZW000A60;ZW000A;ZPS Chikurubi Female;ZW00;;0;0
ZW000A61;ZW000A;ZPS Chikurubi Dependants Clinic;ZW00;;0;0
ZW000A62;ZW000A;ZPS Chikurubi Farm;ZW00;;0;0
ZW000A63;ZW000A;New Start Fourth Street;ZW00;;0;0
ZW000A64;ZW000A;ZNFPC;ZW00;;0;0
ZW000A65;ZW000A;ZPS Kentucky;ZW00;;0;0
ZW000A66;ZW000A;ZPS Harare Remand;ZW00;;0;0
ZW000A67;ZW000A;ZPS Harare Central Prison Dependants ;ZW00;;0;0
ZW000A68;ZW000A;Kuwadzana Satellite Clinic;ZW00;;0;0
ZW000A69;ZW000A;Budiriro Satellite Clinic;ZW00;;0;0
ZW000A70;ZW000A;ZRP Tomlinson Depot;ZW00;;0;0
ZW000A72;ZW000A;ZRP Support;ZW00;;0;0
ZW000A73;ZW000A;INNSCOR Wellness;ZW00;;0;0
ZW000A74;ZW000A;Harare City Centre VMMC Clinic;ZW00;;0;0
ZW000A75;ZW000A;PSI GUC (Wilkins);ZW00;;0;0
ZW000A76;ZW000A;Glen View Maternity (Private);ZW00;;0;0
ZW000A77;ZW000A;Waterfalls Medical Centre;ZW00;;0;0
ZW000A78;ZW000A;NCM Cranborne;ZW00;;0;0
ZW000A79;ZW000A;Pacific Mabvuku;ZW00;;0;0
ZW000A80;ZW000A;UZ Student Clinic;ZW00;;0;0
ZW000A81;ZW000A;Starlight Maternity;ZW00;;0;0
ZW000A82;ZW000A;Trauma Centre;ZW00;;0;0
ZW000A83;ZW000A;Gonda Hospital ;ZW00;;0;0
ZW000A84;ZW000A;Belvedere Medical Centre;ZW00;;0;0
ZW000A85;ZW000A;Marlborough Medical Centre;ZW00;;0;0
ZW000A86;ZW000A;ZAPSO;ZW00;;0;0
ZW000A87;ZW000A;Delta Beverages -ST Thomas Clinic;ZW00;;0;0
ZW000A88;ZW000A;Delta Beverages -Southerton Clinic;ZW00;;0;0
ZW000A89;ZW000A;Delta Beverages - Graniteside Clinic;ZW00;;0;0
ZW000A90;ZW000A;Hope Community Medical Centre;ZW00;;0;0
ZW000A91;ZW000A;NRZ Kenneth Kaunda Ave Clinic;ZW00;;0;0
ZW000A92;ZW000A;NRZ Rugare Clinic;ZW00;;0;0
ZW000A93;ZW000A;ZRP Highfield Clinic;ZW00;;0;0
ZW000A94;ZW000A;OK Zimbabwe Clinic;ZW00;;0;0
ZW000A95;ZW000A;ZPS Chikurubi Prison Male Psychiatric Unit;ZW00;;0;0
ZW000A96;ZW000A;ZPS Harare Metro Province Prison Clinic ;ZW00;;0;0
ZW000A97;ZW000A;CIMAS Highglen Clinic;ZW00;;0;0
ZW000A98;ZW000A;GYPROC Harare;ZW00;;0;0
ZW000A99;ZW000A;CIMAS Fourth Street;ZW00;;0;0
ZW000API;ZW000A;Newlands Clinic;ZW00;;0;0
ZW000B01;ZW000B;Seke South Clinic;ZW00;kVEQJTFoFoA;31.0763;-18.0314
ZW000B02;ZW000B;Seke North Clinic;ZW00;tPiQaqp8wX7;31.0943;-18.0152
ZW000B03;ZW000B;St.Mary's Clinic;ZW00;JHGXfAqaDN6;31.0427;-17.9947
ZW000B04;ZW000B;Zengeza Clinic;ZW00;MviCUcbWstw;31.0582;-18.0066
ZW000B0B;ZW000B;South Medical Hospital;ZW00;;0;0
ZW000B0D;ZW000B;Manyame 24Hr;ZW00;P1Yxb7N3wvJ;31.0427;-17.9908
ZW000C0C;ZW000C;Chitungwiza Central Hospital;ZW00;UuHcaRFt2ZE;31.0628;-18.0176
ZW000CHI;ZW0903;Chirundu;ZW09;;0;0
ZW000D0D;ZW000D;Harare Central Hospital;ZW00;egktPmYQEns;31.0128;-17.8609
ZW000E0E;ZW000E;Parirenyatwa Central Hospital;ZW00;;0;0
ZW000FOB;ZW0903;Forbes;ZW09;;0;0
ZW000FOL;ZW000A;Covid Followup;ZW00;;0;0
ZW000JMN;ZW0903;JMN Airport;ZW09;;0;0
ZW000KAZ;ZW0309;Kazungula;ZW09;;0;0
ZW000PLT;ZW0903;Plumtree;ZW09;;0;0
ZW000VICA;ZW0903;Victoria Falls International;ZW09;;0;0
ZW000VICB;ZW0903;Victoria Falls Bridge;ZW09;;0;0
ZW010101;ZW0101;Berenyazvidzi;ZW01;CV4IXOSr5ky;31.7377;-19.05373
ZW010102;ZW0101;Betera;ZW01;TSZXbU6qfEv;32.0012207;-19.37372
ZW010103;ZW0101;Madzimbashuro;ZW01;BD1Jfvjv9U2;31.65630913;-19.43503
ZW010104;ZW0101;Mombeyarara;ZW01;Z3zy2PuT7Bd;31.60378075;-19.20428
ZW010105;ZW0101;Murwira;ZW01;m7DEma7WFue;31.83353043;-19.53361
ZW010106;ZW0101;Zangama;ZW01;OhbIh1Vr8da;32.11957932;-19.56878
ZW01010A;ZW0101;Buhera;ZW01;AmshadDUFjP;31.43592072;-19.33897
ZW01010B;ZW0101;Birchenough;ZW01;caxcNeLNWje;32.33853149;-19.97181
ZW01010C;ZW0101;Murambinda;ZW01;crCCkYOvmme;31.65555954;-19.26678
ZW010116;ZW0101;Mudawose;ZW01;SfjgNrMMfET;32.09959;-19.47415
ZW010117;ZW0101;Chimbudzi;ZW01;p7YSxA5z5XM;31.8042202;-19.47289
ZW010118;ZW0101;Garamwera;ZW01;BPTlzlZSXck;31.40218925;-19.20661
ZW010119;ZW0101;Munyanyi;ZW01;hSYoXS16XPR;31.7346096;-19.15669
ZW010124;ZW0101;Mudanda;ZW01;qB4aqkr5Zan;31.71755981;-19.39111
ZW010125;ZW0101;Bangure;ZW01;NzioLDOMyHi;31.77325058;-19.53564
ZW010126;ZW0101;Chabata;ZW01;jH46ybtyEXK;32.15781021;-19.78603
ZW010127;ZW0101;Chapanduka;ZW01;hNoV44tWsEW;32.1689415;-19.68356
ZW010128;ZW0101;Chapwanya;ZW01;twU87JyEeTq;31.35243988;-19.17197
ZW010129;ZW0101;Chirozva;ZW01;ShBRKNawnxh;32.00093842;-19.45672
ZW010130;ZW0101;Chiwenga;ZW01;veHcLRZXMge;31.98941994;-19.23839
ZW010131;ZW0101;Chiweshe;ZW01;QOUhAoaWRDk;31.88455963;-19.22269
ZW010132;ZW0101;Gunura;ZW01;bEJ6QvvP0jI;32.30699921;-19.87439
ZW010133;ZW0101;Gombe;ZW01;qJJ6I9d7TGu;31.53335953;-19.23786
ZW010134;ZW0101;Mutepfe;ZW01;dudLclDI9eN;31.96869087;-19.76764
ZW010135;ZW0101;Mutiusinazita;ZW01;jlVfnFAU0q4;32.06731033;-19.72489
ZW010136;ZW0101;Muzokomba;ZW01;u4hcDaNwITk;31.97167015;-19.58381
ZW010137;ZW0101;Nerutanga;ZW01;nI7iCnzqfvW;31.35038948;-19.28703
ZW010138;ZW0101;Rambanapasi;ZW01;cDMh15Lx49d;31.65449905;-19.13994
ZW010139;ZW0101;Chawatama;ZW01;aFSG27wnzQY;31.5992;-19.13214
ZW010175;ZW0101;Dorowa;ZW01;dPK4rB0KqA7;31.7682209;-19.05431
ZW010201;ZW0102;Bumba;ZW01;qVjkv57fvWb;32.63581085;-19.65556
ZW010202;ZW0102;Changazi;ZW01;K3ntSeDRPaA;32.47256088;-19.93394
ZW010203;ZW0102;Chayamiti;ZW01;H8cEwsCKC4t;32.55456162;-19.66983
ZW010204;ZW0102;Chikukwa;ZW01;PUNmyNqtxNl;32.93732834;-19.72056
ZW010205;ZW0102;Nyahode;ZW01;WAj0s2JUSP5;32.82271957;-19.94106
ZW010208;ZW0102;Muchadziya;ZW01;OuEqlnfUt7c;32.9486084;-20.01139
ZW01020A;ZW0102;Biriwiri;ZW01;rpR9uJUifr4;32.67343903;-19.79031
ZW01020B;ZW0102;Nyanyadzi;ZW01;GtuPUhZTkij;32.42192078;-19.78694
ZW01020C;ZW0102;Mutambara;ZW01;LS2Iy7H3Kx3;32.68603134;-19.53492
ZW01020D;ZW0102;Rusitu;ZW01;w1KvMDHi7cA;32.86471939;-20.03361
ZW01020E;ZW0102;Chimanimani Hospital;ZW01;H2nBLDGbyPZ;32.8576;-19.81937
ZW010225;ZW0102;Cashel;ZW01;vo5ZD5eTTjh;32.7883606;-19.54161
ZW010226;ZW0102;Chakohwa;ZW01;Cc5fCsfiMeA;32.51755905;-19.55397
ZW010227;ZW0102;Chikwakwa;ZW01;Aiidz5NIu4q;32.57313919;-19.85436
ZW010229;ZW0102;Gudyanga;ZW01;ScPDUtDOQ7r;32.40428162;-19.86911
ZW010230;ZW0102;Mutsvangwa;ZW01;f9V9wkQROiw;32.91249847;-20.07528
ZW010231;ZW0102;Ngorima;ZW01;CQ3o6mYp1Zp;32.85749817;-20.05167
ZW010232;ZW0102;Shinja;ZW01;dQUAeiEDFpr;32.60668945;-19.75481
ZW010251;ZW0102;ARDA Rusitu;ZW01;vTaoplhoJM3;32.78583145;-20.03472
ZW010252;ZW0102;Martin;ZW01;N78su57cU07;32.93402863;-19.76719
ZW010261;ZW0102;Charter;ZW01;L7P4zrK5k64;32.80675125;-19.83536
ZW010262;ZW0102;Chisengu;ZW01;yhlaqZWt7N1;32.88586044;-19.90414
ZW010264;ZW0102;Roscommon;ZW01;PxvvQMGB0kx;32.81055832;-20.02167
ZW010265;ZW0102;Tarka;ZW01;UibBP7xjfCl;32.93761063;-19.97231
ZW010266;ZW0102;Tilbury;ZW01;rajvxcpGpWt;32.97296906;-19.90747
ZW010303;ZW0103;Chinyamukwaka;ZW01;kMKIwh4EQPi;32.3608284;-20.91722
ZW010306;ZW0103;Kopera;ZW01;Rc6mdgR6jQc;32.77000046;-20.32139
ZW010307;ZW0103;Mabeye;ZW01;Dlm5vVPH4xZ;32.36027908;-20.90194
ZW010309;ZW0103;Mahenye;ZW01;arxXEDOObfS;32.39283;-21.25018
ZW01030A;ZW0103;Chipinge;ZW01;prJwfHo35UK;32.61917114;-20.19583
ZW01030B;ZW0103;Chikore;ZW01;eh9v7iWzf12;32.49777985;-20.43694
ZW01030C;ZW0103;Mt. Selinda;ZW01;iwiIo0ksDLj;32.70306015;-20.42389
ZW01030D;ZW0103;St. Peters;ZW01;eeOndYZ0Czy;32.21527863;-20.77111
ZW010311;ZW0103;Musirwizi;ZW01;LaAarcpXdJr;32.5802803;-20.46028
ZW010312;ZW0103;Paidamoyo;ZW01;GSO7OZtivM0;32.80582809;-20.11056
ZW010314;ZW0103;Tanganda;ZW01;Knr1EHQbGwh;32.35055923;-20.11056
ZW010315;ZW0103;Tongogara;ZW01;jq5ZU3Veftn;32.30638886;-20.34806
ZW010316;ZW0103;Tuzuka;ZW01;IIth6fUG1GG;32.484827;-20.541155
ZW010317;ZW0103;ZRP-Chipinge;ZW01;QIrP8yI4al9;32.62221909;-20.19917
ZW010325;ZW0103;Chibuwe;ZW01;moQZ9tvpYvt;32.30083084;-20.46417
ZW010327;ZW0103;Hwakata;ZW01;pGQjbvHMTPK;32.48556137;-20.82556
ZW010328;ZW0103;Kondo;ZW01;FbavS0QLZNB;32.38528061;-20.39806
ZW010329;ZW0103;Madhuka;ZW01;vkNmGPfwSDf;32.36333084;-20.72111
ZW010330;ZW0103;Manzvire;ZW01;TSXhr5Oon4K;32.34027863;-20.77556
ZW010331;ZW0103;Musani;ZW01;mY5MuS8ibsq;32.40333176;-20.08361
ZW010332;ZW0103;Mutandahwe;ZW01;hKl4NCF7eRF;32.19499969;-21.01056
ZW010333;ZW0103;Mutema;ZW01;WDjdDW5YM9t;32.36027908;-20.13417
ZW010334;ZW0103;Ngaome;ZW01;h0HY9qChF4k;32.56972122;-19.98972
ZW010335;ZW0103;Rimbi;ZW01;wRKMZ42iW4k;32.39305878;-20.5475
ZW010336;ZW0103;Vheneka;ZW01;PnK6HVt1SRm;32.1538887;-20.93722
ZW010337;ZW0103;Zamchiya;ZW01;aJ0Yovbj54f;32.47750092;-20.69972
ZW010338;ZW0103;Checheche;ZW01;cfyzxG8NXg5;32.61000061;-20.03722
ZW010339;ZW0103;Chisuma;ZW01;TKrmz8yHMzD;32.36027908;-21.05306
ZW010340;ZW0103;Muparadze;ZW01;JlS9FkKe7Im;32.27666855;-21.07389
ZW010345;ZW0103;Chipangayi;ZW01;GICpKH9qAO3;32.3533287;-20.26306
ZW010346;ZW0103;Chiriga;ZW01;SzA0jNDxgVy;32.608623;-20.276047
ZW010347;ZW0103;Gaza;ZW01;WDhJhhGwrLR;32.63943863;-20.19194
ZW010348;ZW0103;Junction Gate;ZW01;SVtVD1Rl6la;32.78416824;-20.16056
ZW010349;ZW0103;Chipinge Town ;ZW01;NBVeWREYjSt;32.625347;-20.19111
ZW010350;ZW0103;Tamandai;ZW01;eTm3CJ9XKCY;32.83279;-20.30563
ZW010362;ZW0103;Clear Water;ZW01;LRrRucSyV0u;32.72721863;-20.10889
ZW010364;ZW0103;Jersey;ZW01;eA9SVqmE5dM;32.67972183;-20.52528
ZW010365;ZW0103;ARDA-Mid-Save;ZW01;wjp2vgBsUf3;32.37889099;-20.05167
ZW010366;ZW0103;New Year Gift;ZW01;fh1XKCyfkGN;32.57444;-20.09583
ZW010367;ZW0103;Silverstream;ZW01;wlJbhvl1hXM;32.68444061;-19.98972
ZW010371;ZW0103;Ratelshoek;ZW01;vkZIaoGo7gn;32.80611038;-20.24639
ZW010372;ZW0103;Zona;ZW01;HbCkQDFnwXR;32.73611069;-20.43722
ZW010390;ZW0103;Gwenzi;ZW01;CuuhL6E9mz8;32.66249847;-20.53
ZW010401;ZW0104;Bamba;ZW01;lzja6Z7gLlI;32.30622101;-18.20478
ZW010402;ZW0104;Chikobvore;ZW01;Flp3vCTgDrH;32.15671921;-18.90203
ZW010403;ZW0104;Chinhenga;ZW01;GP1o1ImE8kr;32.50246811;-18.03619
ZW010404;ZW0104;Bingaguru;ZW01;QK63B8hEjh5;32.3889389;-18.22244
ZW010405;ZW0104;Chinyika 2;ZW01;s6XW9zO319h;32.289355;-18.143585
ZW010406;ZW0104;Chinyudze;ZW01;ueyLZw0eNlp;32.20046997;-18.18653
ZW010407;ZW0104;Gorubi Springs;ZW01;TzHvI00E7RH;32.23431;-18.67112
ZW010409;ZW0104;Gowakowa;ZW01;CSEp89EQzMI;32.33406067;-18.08644
ZW01040A;ZW0104;Rusape;ZW01;DC7Rz9IEw9Q;32.13636017;-18.53892
ZW01040B;ZW0104;Weya;ZW01;x34uXkCe1ET;32.15196991;-18.04158
ZW01040C;ZW0104;Makoni;ZW01;vvIjMN898IB;32.38877869;-18.61997
ZW01040D;ZW0104;Nedevedzo;ZW01;KoIw7LDGj9f;31.87491989;-18.55028
ZW01040E;ZW0104;St Micheals;ZW01;vubZWOdIwQU;32.45042038;-17.90319
ZW01040F;ZW0104;St Theresa;ZW01;zoRhmzvxj3m;31.91918945;-18.58714
ZW010410;ZW0104;Katsenga;ZW01;pGZ8wBu4TVD;32.00347137;-18.72456
ZW010411;ZW0104;Maparura;ZW01;nusxH4dUCBX;32.40510941;-18.00294
ZW010412;ZW0104;Masvosva;ZW01;bEmIi49FX23;31.85693932;-18.70275
ZW010413;ZW0104;Matotwe;ZW01;qNM0xkDjd2P;32.36692047;-18.52292
ZW010414;ZW0104;Mayo1;ZW01;HHeHDfrf9G9;32.27336121;-17.87047
ZW010415;ZW0104;Mayo2;ZW01;cYGPBGuZmRf;32.3517189;-17.78494
ZW010418;ZW0104;Nyahowe;ZW01;JOtTKeBqxSg;32.4030304;-17.93886
ZW010419;ZW0104;Nyahukwe;ZW01;sirWV0cn0Tt;32.3223114;-18.46983
ZW010420;ZW0104;Nyamukamani;ZW01;Nbg5jfWxWRm;32.1720314;-18.09111
ZW010425;ZW0104;Chiduku;ZW01;o1koaovBpfp;31.9347496;-18.82058
ZW010426;ZW0104;Chikore;ZW01;QY6PYYlyHc3;32.50703049;-17.72186
ZW010427;ZW0104;Nyazura;ZW01;M63d8AhC8z9;32.17139053;-18.72089
ZW010428;ZW0104;Dowa;ZW01;CP661imetWS;31.80269051;-18.52369
ZW010429;ZW0104;Dumbamwe;ZW01;gwWyz9Yf0k4;32.38531113;-18.42167
ZW010430;ZW0104;Matsika;ZW01;Aw0gLK0LUg8;31.95266914;-18.70075
ZW010431;ZW0104;Nyamidzi;ZW01;ZNRqWYbfd15;32.08721924;-18.93989
ZW010432;ZW0104;Mukamba;ZW01;VfrcAWmDlIN;32.00271988;-18.86703
ZW010433;ZW0104;Rukweza;ZW01;rnPGEznV0Bb;32.08377838;-18.8045
ZW010434;ZW0104;Tandi;ZW01;BotP1Hanr0I;32.02088928;-18.56839
ZW010435;ZW0104;Tariro;ZW01;Ixfqop6Lj7J;32.0839386;-18.73558
ZW010436;ZW0104;Tsanzaguru;ZW01;MKcrk2b2e4G;32.10678101;-18.61947
ZW010437;ZW0104;Era Mine;ZW01;giUlAqwyIdB;32.27172089;-18.23656
ZW010438;ZW0104;Maurice Nyagumbo;ZW01;vyqimrfz51a;32.33710861;-18.67436
ZW010440;ZW0104;Headlands;ZW01;kebWUmGSpPD;32.03989029;-18.28597
ZW010441;ZW0104;Mubvurungwa;ZW01;NsczMWPrPgN;31.9343605;-18.53472
ZW010442;ZW0104;Vengere;ZW01;yEQzNamH3uC;32.11877823;-18.55675
ZW010443;ZW0104;Ringanayi;ZW01;fKZgpZN6GBl;32.43861008;-18.55803
ZW010444;ZW0104;Mavhudzi;ZW01;HUOuqNzR6Aq;32.14423;-18.72616
ZW010445;ZW0104;Chinyadza;ZW01;W9sqarekapD;32.02244186;-18.67194
ZW010446;ZW0104;Nyamusosa;ZW01;jqirYc5fbgN;32.26243;-18.00061
ZW010482;ZW0104;Mukuwapasi;ZW01;tgEcmH86yG7;32.21847153;-18.50592
ZW010491;ZW0104;Nyazura;ZW01;Hgy0mKJsd6k;32.22460938;-18.75678
ZW010492;ZW0104;Anorldine;ZW01;Q4pYhjAOvDW;32.20314026;-18.23539
ZW010501;ZW0105;Bwizi;ZW01;nX2wdonp9qm;32.43558121;-19.35569
ZW010502;ZW0105;Chiadzwa;ZW01;UM6l3jCXCeU;32.3373909;-19.61906
ZW010503;ZW0105;Mavhiza;ZW01;m6dVqEaLMBZ;32.23868942;-19.50536
ZW010504;ZW0105;Gutaurare;ZW01;vvbLDyFCjWc;32.61811066;-19.37139
ZW010505;ZW0105;Gwindingwi Rural Health Centre;ZW01;Aqp0UdKoD2W;32.65383148;-19.9385
ZW010506;ZW0105;Muromo;ZW01;O1fCNuvsfI3;32.55638886;-19.38897
ZW010507;ZW0105;St Welburgh;ZW01;YsNestJGSg9;32.71035;-19.1165
ZW010508;ZW0105;Chiwere;ZW01;OHEf3RcLGXc;32.25064087;-19.03914
ZW010509;ZW0105;Mt Zuma;ZW01;jeG6aR2JPR9;32.13581085;-19.10497
ZW01050A;ZW0105;Mutare;ZW01;RCcVLhP0OOz;32.67047119;-18.96972
ZW01050C;ZW0105;Sakubva;ZW01;bvHAxX0E4E3;32.65156174;-18.98944
ZW01050E;ZW0105;Marange;ZW01;BmQ8l3yqaT3;32.27425003;-19.25336
ZW01050F;ZW0105;St Andrews;ZW01;FQUAPwfgFog;32.34072113;-19.42161
ZW01050G;ZW0105;St Joseph's;ZW01;f7IkOT2Fpg5;32.62497;-18.99814
ZW010511;ZW0105;Nyagundi;ZW01;B3QCBw575UP;32.36872101;-19.11756
ZW010512;ZW0105;Nyamazura;ZW01;j5z5Vg20MEn;32.41685867;-18.88764
ZW010513;ZW0105;Zvipiripiri;ZW01;k9ZNxyUdCX2;32.1910286;-19.33794
ZW010515;ZW0105;Vumba;ZW01;VBQGAnJefui;32.81328;-19.04207
ZW010519;ZW0105;Chitora;ZW01;DgIsJlyh7ei;32.62321;-19.32544
ZW010520;ZW0105;Matanda;ZW01;CfSF8vkX9AT;32.40403;-19.24827
ZW010521;ZW0105;Lee Kul;ZW01;XD3SG9HU45u;32.28185;-18.87699
ZW010524;ZW0105;ARDA Odzi;ZW01;wzDAn1eA5kd;32.36755;-18.97483
ZW010525;ZW0105;Bakorenhema;ZW01;ztdSiPmI0jW;32.35144043;-19.30542
ZW010526;ZW0105;Berzerly Bridge;ZW01;y0apJPdoLjN;32.4892807;-19.25094
ZW010527;ZW0105;Chipfatsura;ZW01;m8DAMDBYPtN;32.28535843;-19.17347
ZW010529;ZW0105;Chitakatira;ZW01;SXQUXZcRPpT;32.68661118;-19.13406
ZW010530;ZW0105;Mambwere;ZW01;aguTJqpXxlw;32.63513947;-19.28447
ZW010531;ZW0105;Masasi;ZW01;a53FjMa0Ant;32.42430878;-19.43903
ZW010532;ZW0105;Prison Farm;ZW01;Tt1gpPLHadg;32.57973;-18.96491
ZW010533;ZW0105;Mukwada;ZW01;wGXvOjmu96h;32.35535812;-19.52181
ZW010534;ZW0105;Chitaka;ZW01;sWYcABebL7i;32.48403168;-19.12181
ZW010535;ZW0105;Mushunje;ZW01;ODObWEFaXym;32.44081116;-19.16811
ZW010536;ZW0105;Nzvenga;ZW01;LrvqVkxFVsI;32.37125015;-19.35089
ZW010537;ZW0105;Rowa;ZW01;XZzgzuU96aH;32.62435913;-19.16856
ZW010538;ZW0105;Odzi;ZW01;eFmKu8tm7j9;32.38896942;-18.96922
ZW010539;ZW0105;Zimunya;ZW01;tQoib218u3c;32.62342072;-19.10036
ZW010540;ZW0105;Zumbare;ZW01;qeXexLypgiq;32.15258026;-19.22053
ZW010541;ZW0105;Dora;ZW01;wsesGoK4rZD;32.52222061;-19.07036
ZW010543;ZW0105;Chishingwi;ZW01;G3ZYErhtakQ;32.40555954;-19.603
ZW010544;ZW0105;Chipendeke;ZW01;sjqxywFwPPr;32.7040596;-19.32369
ZW010545;ZW0105;Burma Valley;ZW01;bO62hSAscwQ;32.80686188;-19.20719
ZW010561;ZW0105;City Clinic;ZW01;pyvuKuH8RCC;32.67074966;-18.98767
ZW010562;ZW0105;Chikanga;ZW01;XhRWmvXHxeR;32.64107895;-18.96889
